purchase_history,product_preferences,brand_affinity,payment_methods,channel_preferences,shopping_frequency,average_purchase_value,returned_items_frequency,loyalty_program_enrollment,promotional_sensitivity,wishlist_activity,cart_abandonment_rate,event_participation,content_engagement_level,advertisement_response_rate
Rare,Groceries,Moderate,Cash,Online,Occasionally,>$500,Low,Yes,Moderate,Inactive,Moderate,Never,Low,Low
Rare,Clothing,Low,Digital Wallet,Online,Daily,$100-$500,High,No,Low,Active,High,Occasional,Low,Low
Frequent,Home Decor,High,Digital Wallet,Offline,Monthly,$50-$100,Low,Yes,Moderate,Active,Low,Frequent,Low,Moderate
Rare,Electronics,High,Credit Card,Both,Daily,>$500,Low,No,High,Inactive,Moderate,Never,Low,High
Rare,Electronics,Low,Digital Wallet,Offline,Occasionally,>$500,High,No,High,Inactive,Moderate,Never,Low,High
Frequent,Books,High,Debit Card,Online,Occasionally,<$50,Moderate,Yes,High,Inactive,Low,Never,High,Low
Rare,Electronics,Moderate,Cash,Both,Daily,<$50,High,Yes,High,Inactive,High,Occasional,Moderate,Low
Occasional,Books,Low,Cash,Both,Daily,$100-$500,Moderate,No,High,Active,Low,Never,High,Low
Occasional,Books,High,Cash,Offline,Occasionally,$50-$100,Low,Yes,Moderate,Inactive,Moderate,Never,Low,Low
Frequent,Electronics,High,Cash,Online,Weekly,>$500,Moderate,Yes,Moderate,Active,Moderate,Never,High,Low
Frequent,Home Decor,Low,Digital Wallet,Both,Monthly,<$50,Low,No,Low,Active,Low,Frequent,Low,Low
Frequent,Home Decor,High,Digital Wallet,Offline,Daily,$50-$100,Low,No,Moderate,Active,High,Occasional,High,Low
Frequent,Home Decor,Low,Debit Card,Both,Monthly,<$50,Moderate,Yes,High,Active,Moderate,Never,Moderate,Low
Frequent,Groceries,Moderate,Digital Wallet,Both,Daily,<$50,Low,Yes,Low,Active,Low,Never,Low,High
Rare,Books,High,Debit Card,Online,Weekly,>$500,High,No,High,Active,Low,Occasional,Moderate,Moderate
Occasional,Home Decor,Low,Cash,Both,Daily,>$500,Moderate,Yes,Moderate,Active,Moderate,Occasional,High,Low
Rare,Groceries,High,Digital Wallet,Offline,Daily,$100-$500,Moderate,Yes,Low,Inactive,High,Never,High,High
Frequent,Electronics,Low,Credit Card,Offline,Weekly,<$50,High,No,Moderate,Active,Moderate,Occasional,Low,High
Occasional,Groceries,Low,Digital Wallet,Offline,Weekly,>$500,Low,Yes,High,Active,Low,Never,High,Low
Rare,Books,Moderate,Credit Card,Offline,Weekly,$50-$100,Low,Yes,High,Inactive,Moderate,Frequent,Low,Moderate
Occasional,Home Decor,Low,Credit Card,Offline,Weekly,>$500,Low,Yes,Moderate,Inactive,High,Occasional,Moderate,Low
Frequent,Electronics,Low,Cash,Online,Occasionally,>$500,Moderate,Yes,Moderate,Inactive,High,Never,Moderate,Moderate
Rare,Electronics,High,Cash,Online,Daily,>$500,Low,Yes,High,Inactive,High,Frequent,High,Low
Frequent,Clothing,Moderate,Debit Card,Online,Weekly,>$500,Low,Yes,Low,Inactive,Low,Never,High,High
Rare,Books,Moderate,Credit Card,Offline,Weekly,>$500,Moderate,No,Low,Active,Moderate,Occasional,Low,High
Rare,Groceries,High,Digital Wallet,Both,Occasionally,$100-$500,Low,No,Low,Active,Low,Occasional,Low,High
Occasional,Electronics,High,Cash,Online,Daily,<$50,Low,Yes,Moderate,Active,Low,Occasional,Moderate,Low
Rare,Groceries,High,Digital Wallet,Offline,Daily,<$50,Low,Yes,High,Inactive,Moderate,Occasional,Moderate,Moderate
Rare,Groceries,Moderate,Digital Wallet,Offline,Weekly,$50-$100,High,Yes,Moderate,Inactive,Moderate,Frequent,Moderate,Moderate
Occasional,Home Decor,High,Debit Card,Both,Occasionally,>$500,Low,No,Moderate,Active,Moderate,Frequent,Moderate,High
Occasional,Books,High,Cash,Online,Occasionally,<$50,High,No,High,Active,Low,Occasional,Moderate,High
Frequent,Electronics,Moderate,Debit Card,Offline,Weekly,>$500,Low,No,Moderate,Active,High,Frequent,High,Low
Rare,Home Decor,Moderate,Digital Wallet,Both,Daily,$100-$500,High,No,Moderate,Inactive,High,Frequent,Low,High
Rare,Books,Moderate,Debit Card,Offline,Daily,$100-$500,High,No,High,Inactive,Low,Frequent,High,Low
Occasional,Electronics,Moderate,Debit Card,Offline,Daily,<$50,Moderate,Yes,High,Inactive,Low,Occasional,Moderate,Moderate
Rare,Books,Moderate,Digital Wallet,Online,Monthly,<$50,High,No,Moderate,Active,Moderate,Occasional,High,High
Rare,Groceries,Moderate,Digital Wallet,Online,Occasionally,>$500,Moderate,Yes,Low,Inactive,Moderate,Occasional,Moderate,High
Rare,Books,Low,Debit Card,Offline,Daily,$50-$100,Moderate,Yes,Moderate,Inactive,Low,Frequent,Moderate,Moderate
Frequent,Electronics,High,Debit Card,Online,Monthly,>$500,Moderate,No,Low,Inactive,High,Never,Moderate,High
Frequent,Books,Moderate,Cash,Both,Monthly,$50-$100,Low,Yes,Low,Active,High,Never,High,High
Occasional,Electronics,Moderate,Debit Card,Both,Monthly,$50-$100,High,No,Moderate,Inactive,Low,Occasional,Low,High
Frequent,Clothing,Moderate,Credit Card,Online,Weekly,<$50,Moderate,No,High,Active,Moderate,Frequent,High,High
Frequent,Books,Low,Digital Wallet,Online,Daily,$50-$100,Low,No,Low,Active,Moderate,Occasional,Low,Moderate
Rare,Electronics,High,Debit Card,Offline,Weekly,$100-$500,High,Yes,Moderate,Active,Low,Occasional,Low,Low
Rare,Groceries,High,Debit Card,Both,Occasionally,<$50,Low,Yes,High,Active,High,Frequent,High,High
Occasional,Groceries,Moderate,Cash,Online,Occasionally,<$50,Moderate,Yes,Low,Inactive,Moderate,Frequent,Moderate,High
Frequent,Home Decor,Moderate,Debit Card,Online,Daily,$100-$500,Low,Yes,Low,Inactive,High,Occasional,Low,Low
Rare,Groceries,Moderate,Credit Card,Online,Monthly,$100-$500,Low,Yes,Low,Active,Low,Never,Low,Low
Frequent,Groceries,High,Cash,Offline,Occasionally,$100-$500,Moderate,No,High,Inactive,Low,Occasional,High,Moderate
Frequent,Clothing,Moderate,Credit Card,Online,Monthly,<$50,Low,Yes,Moderate,Active,Low,Occasional,Moderate,Low
Rare,Clothing,High,Cash,Both,Occasionally,<$50,High,Yes,Low,Inactive,Moderate,Occasional,Moderate,Low
Rare,Groceries,High,Cash,Offline,Occasionally,$100-$500,Moderate,Yes,High,Active,Moderate,Occasional,Moderate,Low
Frequent,Clothing,High,Debit Card,Online,Weekly,$100-$500,High,No,Moderate,Active,Moderate,Frequent,High,Moderate
Frequent,Groceries,Moderate,Digital Wallet,Offline,Occasionally,$50-$100,Low,No,Low,Active,High,Frequent,Moderate,High
Frequent,Groceries,Moderate,Cash,Online,Daily,$100-$500,High,No,Moderate,Active,Low,Frequent,Moderate,High
Frequent,Books,High,Debit Card,Both,Weekly,>$500,Low,No,Moderate,Inactive,High,Frequent,Moderate,Low
Frequent,Clothing,Low,Credit Card,Both,Monthly,$50-$100,High,Yes,Low,Active,Low,Occasional,Low,Moderate
Frequent,Groceries,Moderate,Debit Card,Offline,Occasionally,$100-$500,High,No,Moderate,Active,High,Occasional,High,High
Rare,Books,Moderate,Digital Wallet,Online,Daily,$50-$100,Moderate,No,Moderate,Active,Low,Never,High,High
Frequent,Home Decor,Low,Digital Wallet,Both,Weekly,$100-$500,Moderate,Yes,High,Inactive,High,Never,High,Low
Frequent,Clothing,Low,Credit Card,Both,Monthly,<$50,Low,No,High,Active,Low,Frequent,High,High
Frequent,Groceries,High,Credit Card,Offline,Monthly,$50-$100,Low,No,Moderate,Active,High,Frequent,Moderate,Moderate
Frequent,Electronics,High,Debit Card,Both,Daily,$50-$100,Moderate,No,High,Inactive,High,Occasional,Moderate,High
Occasional,Clothing,Low,Debit Card,Online,Weekly,<$50,Low,No,Low,Active,Moderate,Never,High,Low
Occasional,Home Decor,High,Cash,Both,Monthly,$100-$500,High,No,Low,Active,Low,Frequent,High,High
Rare,Electronics,Moderate,Credit Card,Offline,Occasionally,<$50,Moderate,No,High,Inactive,Low,Occasional,Low,Low
Occasional,Groceries,High,Credit Card,Online,Daily,$50-$100,Low,Yes,Low,Inactive,Moderate,Frequent,Low,High
Frequent,Home Decor,High,Credit Card,Online,Weekly,$100-$500,High,Yes,High,Active,Moderate,Frequent,Moderate,High
Occasional,Home Decor,Low,Cash,Online,Occasionally,$50-$100,High,Yes,Moderate,Active,High,Occasional,High,Low
Occasional,Books,Low,Digital Wallet,Offline,Monthly,$50-$100,Moderate,No,Moderate,Active,Low,Never,Low,Low
Frequent,Electronics,Low,Cash,Offline,Monthly,>$500,Moderate,No,Moderate,Active,Low,Occasional,Moderate,High
Occasional,Electronics,Low,Digital Wallet,Both,Daily,>$500,Low,Yes,Low,Inactive,Low,Occasional,High,Low
Occasional,Electronics,High,Cash,Both,Monthly,$50-$100,Low,Yes,Moderate,Inactive,Low,Occasional,Moderate,High
Frequent,Books,High,Digital Wallet,Online,Weekly,<$50,High,No,Low,Inactive,Low,Occasional,Moderate,Moderate
Frequent,Home Decor,High,Debit Card,Offline,Monthly,>$500,High,No,Moderate,Inactive,Moderate,Occasional,High,High
Frequent,Groceries,Moderate,Cash,Offline,Weekly,$100-$500,High,No,Moderate,Active,Moderate,Never,High,Moderate
Frequent,Electronics,Moderate,Digital Wallet,Both,Daily,$100-$500,Low,No,Moderate,Active,High,Never,High,Moderate
Occasional,Groceries,High,Debit Card,Offline,Weekly,$100-$500,Low,No,High,Active,High,Never,High,High
Rare,Books,High,Debit Card,Online,Occasionally,<$50,Moderate,No,High,Active,Moderate,Never,High,High
Occasional,Electronics,Moderate,Debit Card,Offline,Weekly,$50-$100,High,No,Moderate,Active,Low,Occasional,High,Low
Frequent,Clothing,Moderate,Cash,Online,Occasionally,>$500,Low,Yes,Moderate,Active,High,Never,Low,High
Rare,Groceries,Low,Credit Card,Online,Weekly,$100-$500,Low,Yes,Moderate,Inactive,Moderate,Frequent,Low,Moderate
Rare,Books,Low,Debit Card,Both,Monthly,$50-$100,High,Yes,Low,Inactive,Moderate,Never,Moderate,Low
Frequent,Groceries,Low,Digital Wallet,Online,Weekly,>$500,Low,Yes,High,Inactive,Low,Occasional,Low,High
Frequent,Home Decor,Moderate,Digital Wallet,Online,Daily,$100-$500,Moderate,No,Moderate,Active,Moderate,Occasional,High,Moderate
Occasional,Groceries,Low,Cash,Online,Monthly,>$500,Low,Yes,High,Active,High,Frequent,Low,Moderate
Frequent,Clothing,Moderate,Credit Card,Both,Weekly,>$500,High,No,Moderate,Inactive,Low,Occasional,Moderate,High
Occasional,Clothing,High,Digital Wallet,Offline,Daily,<$50,High,Yes,Moderate,Active,High,Frequent,High,Low
Frequent,Home Decor,High,Credit Card,Online,Occasionally,$50-$100,Low,Yes,Moderate,Active,High,Never,High,Moderate
Frequent,Clothing,High,Digital Wallet,Offline,Occasionally,>$500,High,No,Moderate,Inactive,Low,Occasional,Low,Low
Frequent,Electronics,High,Cash,Online,Daily,<$50,Low,No,Low,Inactive,Low,Occasional,High,High
Occasional,Home Decor,High,Debit Card,Online,Weekly,>$500,Low,Yes,Moderate,Inactive,Low,Occasional,Low,Moderate
Frequent,Books,High,Digital Wallet,Online,Occasionally,<$50,Low,No,Low,Inactive,High,Never,Moderate,Moderate
Occasional,Home Decor,Low,Cash,Offline,Weekly,$100-$500,Moderate,Yes,High,Active,Low,Never,Low,High
Occasional,Groceries,High,Cash,Offline,Daily,<$50,High,No,Low,Active,Low,Never,Low,Moderate
Frequent,Clothing,Moderate,Cash,Both,Occasionally,$50-$100,Moderate,Yes,High,Inactive,High,Occasional,Low,Low
Frequent,Home Decor,Low,Cash,Both,Occasionally,<$50,Low,Yes,High,Active,Low,Occasional,High,Low
Rare,Groceries,Moderate,Credit Card,Online,Occasionally,$50-$100,Low,No,Low,Active,Moderate,Never,Moderate,Moderate
Frequent,Books,Low,Cash,Online,Daily,$50-$100,Moderate,No,Low,Inactive,Moderate,Frequent,High,Moderate
Frequent,Clothing,Moderate,Cash,Both,Occasionally,>$500,High,Yes,Low,Inactive,Moderate,Never,Moderate,Low
Frequent,Clothing,High,Debit Card,Online,Daily,$50-$100,Low,No,High,Inactive,Low,Occasional,Moderate,Low
Rare,Clothing,High,Digital Wallet,Both,Monthly,<$50,Moderate,No,Low,Inactive,Low,Never,Low,Low
Frequent,Groceries,Moderate,Credit Card,Offline,Occasionally,$100-$500,Low,Yes,High,Inactive,Low,Never,Moderate,Moderate
Rare,Books,High,Credit Card,Offline,Monthly,$50-$100,Low,Yes,High,Inactive,Low,Occasional,High,High
Rare,Books,Low,Cash,Online,Weekly,$100-$500,High,Yes,Low,Inactive,Low,Frequent,Low,High
Rare,Home Decor,High,Cash,Offline,Daily,>$500,Moderate,No,Moderate,Inactive,High,Frequent,High,Low
Occasional,Electronics,Moderate,Digital Wallet,Both,Weekly,<$50,Moderate,No,Moderate,Active,Moderate,Occasional,Low,Low
Frequent,Electronics,High,Cash,Online,Occasionally,$100-$500,Moderate,No,Moderate,Inactive,Low,Frequent,Moderate,Low
Frequent,Clothing,Low,Debit Card,Both,Daily,$50-$100,Low,No,High,Inactive,High,Frequent,Moderate,High
Occasional,Home Decor,Moderate,Credit Card,Both,Monthly,>$500,Moderate,Yes,Low,Inactive,Moderate,Never,Low,Moderate
Occasional,Home Decor,High,Debit Card,Offline,Monthly,<$50,Moderate,No,Low,Inactive,High,Occasional,Moderate,Moderate
Frequent,Home Decor,Low,Credit Card,Online,Monthly,<$50,Moderate,Yes,Moderate,Active,Moderate,Never,Moderate,High
Occasional,Books,Moderate,Debit Card,Both,Occasionally,>$500,High,No,Low,Inactive,Low,Occasional,High,High
Frequent,Books,Low,Digital Wallet,Online,Daily,$50-$100,Moderate,No,High,Inactive,Moderate,Frequent,Moderate,High
Occasional,Books,Low,Digital Wallet,Both,Monthly,>$500,Moderate,No,Moderate,Inactive,Low,Frequent,Moderate,Low
Occasional,Books,High,Cash,Both,Daily,<$50,Low,Yes,Moderate,Inactive,Moderate,Frequent,High,High
Rare,Groceries,Moderate,Credit Card,Offline,Daily,<$50,Moderate,No,Moderate,Active,Low,Frequent,Moderate,Low
Frequent,Electronics,Low,Debit Card,Online,Monthly,>$500,High,No,Moderate,Inactive,High,Occasional,High,Low
Rare,Groceries,High,Cash,Online,Daily,$100-$500,Moderate,No,High,Inactive,Low,Never,Moderate,Moderate
Occasional,Home Decor,High,Cash,Offline,Daily,>$500,High,No,Low,Active,Moderate,Frequent,High,Low
Frequent,Clothing,Moderate,Cash,Both,Monthly,<$50,High,Yes,Moderate,Active,Low,Never,Low,Moderate
Rare,Home Decor,Moderate,Cash,Both,Occasionally,$100-$500,Low,Yes,Moderate,Active,Moderate,Frequent,Moderate,High
Occasional,Electronics,Moderate,Debit Card,Both,Weekly,$50-$100,Low,No,Low,Active,High,Frequent,Low,Low
Frequent,Groceries,High,Credit Card,Online,Occasionally,<$50,Low,No,High,Active,High,Never,Low,Moderate
